category,description,nutrient_data_bank_number,alpha_carotene_mcg,beta_carotene_mcg,beta_cryptoxanthin_mcg,carbohydrate_g,cholesterol_mg,choline_mg,fiber_g,lutein_zeaxanthin_mcg,lycopene_mcg,niacin_mg,protein_g,retinol_mcg,riboflavin_mg,selenium_mcg,sugars_g,thiamin_mg,water_g,mono_fat_g,poly_fat_g,saturated_fat_g,total_fat_g,calcium_mg,copper_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_b12_mcg,vitamin_b6_mg,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,desc_lower,calories_calc,protein_pct_cal,carb_pct_cal,fat_pct_cal,protein_per_100kcal,fiber_per_100kcal,calcium_per_100kcal,iron_per_100kcal,nutrient_density_score,nds_per_100kcal,cws,is_fortified,is_plant_based,is_infant,is_raw,nova_level,processing_level,sub_group,main_group,nds_rank,cws_rank,nds,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium,vitamin_a_rae,vitamin_c,vitamin_k,calcium,iron,nds_score_norm,cws_score_norm,protein_pct,carb_pct,fat_pct
Peanuts,"Peanuts, roasted, unsalted",42111110,0,0,0,15.26,0,55.0,9.4,0,0,13.825,28.03,0,0.089,3.3,4.18,0.085,1.45,25.976,15.292,8.686,52.5,61,0.533,1.52,176,397,726,6,3.28,0,0.0,0.461,0.8,6.91,0.0,"peanuts, roasted, unsalted",645.66,17.4,9.5,73.2,4.34,1.46,9.45,0.235,50.6,7.84,61.9,0,0,False,False,2,Minimally processed,Other,Other,198,58,50.6,645.66,28.03,15.26,52.5,9.4,4.18,6,0,0.8,0.0,61,1.52,50.6,61.9,17.4,9.5,73.2
Peanuts,"Peanuts, dry roasted, salted",42111200,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,410,2.77,0,0.0,0.466,0.0,4.93,0.0,"peanuts, dry roasted, salted",629.38,15.5,13.5,71.0,3.87,1.33,9.22,0.251,47.2,7.5,54.7,0,0,False,False,2,Minimally processed,Other,Other,302,183,47.2,629.38,24.35,21.26,49.66,8.4,4.9,410,0,0.0,0.0,58,1.58,47.2,54.7,15.5,13.5,71.0
Peanuts,"Peanuts, dry roasted, lightly salted",42111205,0,0,0,21.15,0,64.3,8.4,0,0,14.284,24.23,0,0.196,9.3,4.88,0.151,1.8,26.051,9.724,7.685,49.41,58,0.426,1.57,177,361,631,199,2.76,0,0.0,0.464,0.0,4.9,0.0,"peanuts, dry roasted, lightly salted",626.21,15.5,13.5,71.0,3.87,1.34,9.26,0.251,48.1,7.68,56.9,0,0,False,False,2,Minimally processed,Other,Other,268,138,48.1,626.21,24.23,21.15,49.41,8.4,4.88,199,0,0.0,0.0,58,1.57,48.1,56.9,15.5,13.5,71.0
Peanuts,"Peanuts, dry roasted, unsalted",42111210,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,6,2.77,0,0.0,0.466,0.0,4.93,0.0,"peanuts, dry roasted, unsalted",629.38,15.5,13.5,71.0,3.87,1.33,9.22,0.251,49.0,7.79,58.9,0,0,False,False,2,Minimally processed,Other,Other,236,88,49.0,629.38,24.35,21.26,49.66,8.4,4.9,6,0,0.0,0.0,58,1.58,49.0,58.9,15.5,13.5,71.0
Pecans,"Pecans, unroasted",42112100,0,29,9,13.86,0,40.5,9.6,17,0,1.167,9.17,0,0.13,3.8,3.97,0.66,3.52,40.801,21.614,6.18,71.97,70,1.2,2.53,121,277,410,0,4.53,3,0.0,0.21,1.1,1.4,3.5,"pecans, unroasted",739.85,5.0,7.5,87.5,1.24,1.3,9.46,0.342,44.5,6.01,57.8,0,0,False,False,3,Processed,Other,Other,365,109,44.5,739.85,9.17,13.86,71.97,9.6,3.97,0,3,1.1,3.5,70,2.53,44.5,57.8,5.0,7.5,87.5
Pecans,"Pecans, salted",42112200,0,28,9,13.31,0,38.9,9.2,16,0,1.121,8.81,0,0.125,3.6,3.81,0.634,3.38,40.429,21.981,6.341,72.09,68,1.152,2.44,116,266,394,383,4.35,3,0.0,0.202,1.1,1.69,6.9,"pecans, salted",737.29,4.8,7.2,88.0,1.19,1.25,9.22,0.331,42.2,5.72,52.7,0,0,False,False,2,Minimally processed,Other,Other,467,248,42.2,737.29,8.81,13.31,72.09,9.2,3.81,383,3,1.1,6.9,68,2.44,42.2,52.7,4.8,7.2,88.0
Pecans,"Pecans, unsalted",42112210,0,28,9,13.44,0,39.3,9.3,16,0,1.132,8.9,0,0.126,3.7,3.85,0.64,3.41,40.833,22.201,6.405,72.81,68,1.164,2.46,117,269,398,0,4.39,3,0.0,0.204,1.1,1.71,6.9,"pecans, unsalted",744.65,4.8,7.2,88.0,1.2,1.25,9.13,0.33,44.0,5.91,57.0,0,0,False,False,2,Minimally processed,Other,Other,388,134,44.0,744.65,8.9,13.44,72.81,9.3,3.85,0,3,1.1,6.9,68,2.46,44.0,57.0,4.8,7.2,88.0
Pine nuts,Pine nuts,42113000,0,17,0,13.08,0,55.8,3.7,9,0,4.387,13.69,0,0.227,0.7,3.59,0.364,2.28,18.764,34.071,4.899,68.37,16,1.324,5.53,251,575,597,2,6.45,1,0.0,0.094,0.8,9.33,53.9,pine nuts,722.41,7.6,7.2,85.2,1.9,0.51,2.21,0.765,50.7,7.02,48.9,0,0,False,False,1,Unprocessed,Other,Other,197,422,50.7,722.41,13.69,13.08,68.37,3.7,3.59,2,1,0.8,53.9,16,5.53,50.7,48.9,7.6,7.2,85.2
Trail mix with nuts,Trail mix with nuts,42500100,0,7,0,21.18,0,55.8,8.1,40,0,7.506,20.06,0,0.304,71.4,4.1,0.192,1.97,24.866,16.774,7.288,52.82,88,1.106,3.2,205,543,649,252,3.75,0,0.0,0.42,0.6,9.89,9.9,trail mix with nuts,640.34,12.5,13.2,74.2,3.13,1.26,13.74,0.5,49.8,7.78,56.0,0,0,False,False,1,Unprocessed,Other,Other,212,165,49.8,640.34,20.06,21.18,52.82,8.1,4.1,252,0,0.6,9.9,88,3.2,49.8,56.0,12.5,13.2,74.2
Mixed seeds,Mixed seeds,43107000,0,5,0,21.73,0,57.1,10.0,8,0,6.389,21.96,0,0.222,61.8,2.37,0.097,1.41,11.062,29.627,6.05,49.61,66,1.691,4.87,234,1160,834,7,5.88,0,0.0,0.628,1.5,19.72,3.2,mixed seeds,621.25,14.1,14.0,71.9,3.53,1.61,10.62,0.784,55.7,8.97,64.6,0,0,False,False,1,Unprocessed,Other,Other,120,31,55.7,621.25,21.96,21.73,49.61,10.0,2.37,7,0,1.5,3.2,66,4.87,55.7,64.6,14.1,14.0,71.9
Carob chips,Carob chips,44201000,0,5,0,56.29,1,19.0,3.8,0,0,1.04,8.15,0,0.178,5.2,34.11,0.1,1.54,0.483,0.295,29.018,31.36,303,0.183,1.29,36,126,633,107,3.53,1,0.28,0.13,0.5,1.57,7.7,carob chips,540.0,6.0,41.7,52.3,1.51,0.7,56.11,0.239,29.5,5.46,39.5,0,0,False,False,4,Ultra-processed,Other,Other,6342,1910,29.5,540.0,8.15,56.29,31.36,3.8,34.11,107,1,0.5,7.7,303,1.29,29.5,39.5,6.0,41.7,52.3
Bruschetta,Bruschetta,51136000,54,261,0,21.35,0,9.4,1.5,120,1378,2.112,4.29,0,0.138,6.9,3.34,0.168,65.55,4.895,1.242,1.117,7.61,50,0.086,1.58,17,52,187,264,0.42,24,0.0,0.093,7.6,1.35,12.4,bruschetta,171.05,10.0,49.9,40.0,2.51,0.88,29.23,0.924,34.2,19.99,36.1,0,0,False,False,1,Unprocessed,Other,Other,3137,3757,34.2,171.05,4.29,21.35,7.61,1.5,3.34,264,24,7.6,12.4,50,1.58,34.2,36.1,10.0,49.9,40.0
Pan Dulce,"Pan Dulce, no topping",51161250,1,3,1,56.38,30,29.1,2.3,36,0,3.463,9.42,5,0.23,26.2,12.5,0.377,21.54,3.499,1.53,2.183,11.58,86,0.121,2.87,24,94,103,228,0.84,5,0.11,0.057,1.2,0.29,1.6,"pan dulce, no topping",367.42,10.3,61.4,28.4,2.56,0.63,23.41,0.781,34.0,9.25,37.9,0,0,False,False,1,Unprocessed,Other,Other,3306,2643,34.0,367.42,9.42,56.38,11.58,2.3,12.5,228,5,1.2,1.6,86,2.87,34.0,37.9,10.3,61.4,28.4
Pan Dulce,"Pan Dulce, with sugar topping",51161270,1,23,1,56.35,28,27.4,2.1,33,0,3.209,8.73,29,0.214,24.3,15.68,0.349,21.03,4.022,2.255,2.436,12.82,84,0.114,2.69,23,88,102,235,0.78,31,0.1,0.146,1.1,0.85,4.7,"pan dulce, with sugar topping",375.7,9.3,60.0,30.7,2.32,0.56,22.36,0.716,33.2,8.84,37.0,0,0,False,False,2,Minimally processed,Other,Other,3960,3160,33.2,375.7,8.73,56.35,12.82,2.1,15.68,235,31,1.1,4.7,84,2.69,33.2,37.0,9.3,60.0,30.7
Pan Dulce,"Pan Dulce, with raisins and icing",51161280,1,3,1,58.57,26,25.9,2.2,31,0,3.039,8.29,4,0.23,22.6,19.6,0.33,20.67,3.435,2.006,2.142,11.39,77,0.117,2.58,23,88,127,214,0.75,4,0.1,0.058,1.1,0.39,2.7,"pan dulce, with raisins and icing",369.95,9.0,63.3,27.7,2.24,0.59,20.81,0.697,32.9,8.89,37.2,0,0,False,False,1,Unprocessed,Other,Other,4247,3044,32.9,369.95,8.29,58.57,11.39,2.2,19.6,214,4,1.1,2.7,77,2.58,32.9,37.2,9.0,63.3,27.7
Breadsticks,"Breadsticks, hard, reduced sodium",51184100,0,0,0,71.64,0,9.7,2.5,41,0,5.858,10.64,0,0.44,34.9,1.34,0.625,6.62,4.039,4.395,1.472,10.63,15,0.156,4.33,23,101,104,3,0.85,0,0.0,0.039,0.0,1.32,11.3,"breadsticks, hard, reduced sodium",424.79,10.0,67.5,22.5,2.5,0.59,3.53,1.019,36.7,8.64,41.3,0,0,False,False,3,Processed,Other,Other,1431,1337,36.7,424.79,10.64,71.64,10.63,2.5,1.34,3,0,0.0,11.3,15,4.33,36.7,41.3,10.0,67.5,22.5
Breadsticks,"Breadsticks, soft, from fast food / restaurant",51184210,0,7,0,44.39,7,7.5,2.4,10,0,7.066,12.18,23,0.559,22.0,1.11,0.492,28.32,2.772,6.148,2.96,12.85,87,0.107,4.64,22,129,132,615,1.02,24,0.13,0.103,0.0,0.88,21.1,"breadsticks, soft, from fast food / restaurant",341.93,14.2,51.9,33.8,3.56,0.7,25.44,1.357,35.3,10.32,35.9,0,0,False,False,4,Ultra-processed,Other,Other,2214,3886,35.3,341.93,12.18,44.39,12.85,2.4,1.11,615,24,0.0,21.1,87,4.64,35.3,35.9,14.2,51.9,33.8
Breadsticks,"Breadsticks, soft, from frozen",51184220,0,4,0,46.37,4,10.3,2.4,24,0,6.152,11.09,14,0.432,22.5,2.8,0.488,31.31,1.954,4.444,2.108,9.16,137,0.114,4.13,24,123,126,514,0.96,14,0.08,0.099,0.0,0.62,12.7,"breadsticks, soft, from frozen",312.28,14.2,59.4,26.4,3.55,0.77,43.87,1.323,35.9,11.5,37.1,0,0,False,False,3,Processed,Other,Other,1864,3090,35.9,312.28,11.09,46.37,9.16,2.4,2.8,514,14,0.0,12.7,137,4.13,35.9,37.1,14.2,59.4,26.4
Croutons,Croutons,51185000,0,6,0,63.5,7,14.6,5.0,45,0,4.646,10.8,7,0.421,28.8,4.41,0.506,3.6,9.498,2.368,5.247,18.3,96,0.168,2.82,42,140,181,1333,0.94,7,0.14,0.083,0.0,0.4,7.6,croutons,461.9,9.4,55.0,35.7,2.34,1.08,20.78,0.611,32.4,7.01,32.9,0,0,False,False,1,Unprocessed,Other,Other,4691,5831,32.4,461.9,10.8,63.5,18.3,5.0,4.41,1333,7,0.0,7.6,96,2.82,32.4,32.9,9.4,55.0,35.7
Melba toast,Melba toast,51187000,0,0,0,76.6,0,19.8,6.3,74,0,4.113,12.1,0,0.273,34.8,0.94,0.413,5.1,0.782,1.282,0.445,3.2,93,0.289,3.7,59,196,202,598,2.01,0,0.0,0.098,0.0,0.43,0.9,melba toast,383.6,12.6,79.9,7.5,3.15,1.64,24.24,0.965,39.7,10.35,45.4,0,0,False,False,1,Unprocessed,Other,Other,664,634,39.7,383.6,12.1,76.6,3.2,6.3,0.94,598,0,0.0,0.9,93,3.7,39.7,45.4,12.6,79.9,7.5
Anisette toast,Anisette toast,51187020,0,4,1,74.2,8,10.7,2.5,16,0,1.319,10.1,15,0.239,28.7,12.5,0.208,4.5,4.244,2.073,2.525,9.7,20,0.145,0.6,14,55,305,227,0.54,16,0.0,0.082,5.3,2.44,0.9,anisette toast,424.5,9.5,69.9,20.6,2.38,0.59,4.71,0.141,33.8,7.96,38.1,0,0,False,False,1,Unprocessed,Other,Other,3452,2536,33.8,424.5,10.1,74.2,9.7,2.5,12.5,227,16,5.3,0.9,20,0.6,33.8,38.1,9.5,69.9,20.6
Pannetone,Pannetone,51188100,1,17,2,53.74,59,37.4,2.3,77,0,4.548,8.66,66,0.411,21.8,17.75,0.683,27.82,2.215,0.736,4.366,8.24,53,0.114,2.33,19,115,152,332,0.88,68,0.19,0.098,0.7,0.46,0.9,pannetone,323.76,10.7,66.4,22.9,2.67,0.71,16.37,0.72,31.5,9.73,36.1,0,0,False,False,1,Unprocessed,Other,Other,5349,3757,31.5,323.76,8.66,53.74,8.24,2.3,17.75,332,68,0.7,0.9,53,2.33,31.5,36.1,10.7,66.4,22.9
Zwieback toast,Zwieback toast,51188500,0,4,1,74.2,8,10.7,2.5,16,0,1.319,10.1,15,0.239,28.7,12.5,0.208,4.5,4.244,2.073,2.525,9.7,20,0.145,0.6,14,55,305,227,0.54,16,0.0,0.082,5.3,2.44,0.9,zwieback toast,424.5,9.5,69.9,20.6,2.38,0.59,4.71,0.141,33.8,7.96,38.1,0,0,False,False,1,Unprocessed,Other,Other,3452,2536,33.8,424.5,10.1,74.2,9.7,2.5,12.5,227,16,5.3,0.9,20,0.6,33.8,38.1,9.5,69.9,20.6
Breadsticks,"Breadsticks, hard, gluten free",51808050,0,4,0,66.3,0,27.1,10.2,174,0,4.833,11.25,0,0.173,17.4,0.86,0.208,3.59,7.004,5.981,2.069,15.84,238,0.549,2.83,164,374,381,438,2.64,0,0.0,0.37,0.0,1.5,13.7,"breadsticks, hard, gluten free",452.76,9.9,58.6,31.5,2.48,2.25,52.57,0.625,49.2,10.87,57.5,0,0,False,False,3,Processed,Other,Other,227,115,49.2,452.76,11.25,66.3,15.84,10.2,0.86,438,0,0.0,13.7,238,2.83,49.2,57.5,9.9,58.6,31.5
Crumpet,Crumpet,52101040,0,0,0,44.17,0,16.0,3.5,42,0,4.07,8.87,0,0.25,22.4,3.53,0.477,43.56,0.383,0.498,0.733,1.69,163,0.135,4.0,24,92,109,425,1.05,0,0.04,0.054,1.8,0.31,1.2,crumpet,227.37,15.6,77.7,6.7,3.9,1.54,71.69,1.759,36.9,16.23,40.7,0,0,False,False,1,Unprocessed,Other,Other,1338,1499,36.9,227.37,8.87,44.17,1.69,3.5,3.53,425,0,1.8,1.2,163,4.0,36.9,40.7,15.6,77.7,6.7
Biscuit,"Biscuit, from refrigerated dough",52102040,0,0,0,49.05,0,19.8,2.8,8,0,3.684,6.79,0,0.299,13.6,8.19,0.447,29.69,2.309,2.688,5.514,11.22,27,0.086,2.57,18,446,152,1002,0.41,0,0.0,0.046,0.0,0.67,9.5,"biscuit, from refrigerated dough",324.34,8.4,60.5,31.1,2.09,0.86,8.32,0.792,29.2,9.0,30.0,0,0,False,False,1,Unprocessed,Other,Other,6445,6613,29.2,324.34,6.79,49.05,11.22,2.8,8.19,1002,0,0.0,9.5,27,2.57,29.2,30.0,8.4,60.5,31.1
Biscuit,"Biscuit, from fast food / restaurant",52103000,0,0,0,42.82,2,0.8,2.5,0,0,3.713,7.08,18,0.303,12.1,3.88,0.441,27.88,2.487,2.199,11.803,18.92,70,0.081,2.76,15,474,131,979,0.5,18,0.0,0.059,0.0,0.47,4.5,"biscuit, from fast food / restaurant",369.88,7.7,46.3,46.0,1.91,0.68,18.93,0.746,27.6,7.46,28.8,0,0,False,False,4,Ultra-processed,Other,Other,6728,6739,27.6,369.88,7.08,42.82,18.92,2.5,3.88,979,18,0.0,4.5,70,2.76,27.6,28.8,7.7,46.3,46.0
Biscuit,"Biscuit, home recipe",52104010,0,29,0,44.4,41,14.9,1.4,8,0,2.784,6.74,140,0.287,18.4,4.48,0.345,29.39,4.307,0.764,9.358,15.46,230,0.078,2.71,17,162,120,801,0.54,142,0.23,0.043,0.0,0.45,1.5,"biscuit, home recipe",343.7,7.8,51.7,40.5,1.96,0.41,66.92,0.788,30.4,8.84,29.3,0,0,False,False,1,Unprocessed,Other,Other,5931,6697,30.4,343.7,6.74,44.4,15.46,1.4,4.48,801,142,0.0,1.5,230,2.71,30.4,29.3,7.8,51.7,40.5
Corn pone,"Corn pone, baked",52208010,28,43,0,39.68,0,4.0,1.9,722,0,2.204,3.5,0,0.169,5.2,0.79,0.218,50.33,1.614,1.378,0.97,4.31,113,0.043,2.36,17,90,71,437,0.33,5,0.0,0.081,0.0,0.27,1.8,"corn pone, baked",211.51,6.6,75.0,18.3,1.65,0.9,53.43,1.116,33.2,15.7,34.4,0,0,False,False,3,Processed,Other,Other,3960,4943,33.2,211.51,3.5,39.68,4.31,1.9,0.79,437,5,0.0,1.8,113,2.36,33.2,34.4,6.6,75.0,18.3
Corn pone,"Corn pone, fried",52208020,27,41,0,37.79,0,3.9,1.8,688,0,2.099,3.34,0,0.161,4.9,0.76,0.209,47.02,3.874,2.907,2.342,9.78,108,0.041,2.25,16,85,68,417,0.31,5,0.0,0.077,0.0,0.61,4.8,"corn pone, fried",252.54,5.3,59.9,34.9,1.32,0.71,42.77,0.891,32.6,12.91,33.9,0,0,False,False,3,Processed,Other,Other,4535,5324,32.6,252.54,3.34,37.79,9.78,1.8,0.76,417,5,0.0,4.8,108,2.25,32.6,33.9,5.3,59.9,34.9
Gordita/sope shell,"Gordita/sope shell, plain, no filling",52208760,0,1,1,36.65,0,4.1,2.7,3,0,2.484,4.18,0,0.196,6.9,0.66,0.3,41.12,6.502,6.087,2.798,16.19,111,0.099,2.46,39,120,112,330,0.77,0,0.0,0.171,0.0,1.49,14.0,"gordita/sope shell, plain, no filling",309.03,5.4,47.4,47.2,1.35,0.87,35.92,0.796,35.1,11.36,37.5,0,0,False,False,1,Unprocessed,Other,Other,2364,2861,35.1,309.03,4.18,36.65,16.19,2.7,0.66,330,0,0.0,14.0,111,2.46,35.1,37.5,5.4,47.4,47.2
Hush puppy,Hush puppy,52209010,0,1,0,40.21,0,11.6,2.9,14,0,2.13,6.16,0,0.07,26.2,3.8,0.17,36.58,7.806,1.762,2.621,13.25,100,0.145,2.55,40,410,256,813,0.73,0,0.0,0.11,0.0,1.06,3.4,hush puppy,304.73,8.1,52.8,39.1,2.02,0.95,32.82,0.837,33.9,11.12,33.6,0,0,False,False,1,Unprocessed,Other,Other,3383,5527,33.9,304.73,6.16,40.21,13.25,2.9,3.8,813,0,0.0,3.4,100,2.55,33.9,33.6,8.1,52.8,39.1
Johnnycake,Johnnycake,52211010,28,44,1,43.77,64,52.8,1.8,815,0,2.294,7.89,36,0.366,11.4,8.67,0.274,37.79,2.696,1.885,2.179,7.38,104,0.055,2.29,25,148,207,918,0.84,42,0.21,0.129,0.5,0.52,2.4,johnnycake,273.06,11.6,64.1,24.3,2.89,0.66,38.09,0.839,31.7,11.61,30.2,0,0,False,False,1,Unprocessed,Other,Other,5221,6597,31.7,273.06,7.89,43.77,7.38,1.8,8.67,918,42,0.5,2.4,104,2.29,31.7,30.2,11.6,64.1,24.3
Spoonbread,Spoonbread,52213010,10,41,2,18.54,78,58.9,0.7,351,0,0.896,6.72,112,0.271,9.4,4.88,0.123,66.09,2.543,1.434,2.251,6.83,128,0.028,1.1,19,150,197,385,0.75,116,0.42,0.101,0.1,0.57,3.6,spoonbread,162.51,16.5,45.6,37.8,4.14,0.43,78.76,0.677,33.1,20.37,34.1,0,0,False,False,3,Processed,Other,Other,4053,5188,33.1,162.51,6.72,18.54,6.83,0.7,4.88,385,116,0.1,3.6,128,1.1,33.1,34.1,16.5,45.6,37.8
Arepa Dominicana,Arepa Dominicana,52220110,19,52,1,30.45,48,38.5,2.4,549,0,1.764,5.68,55,0.21,10.0,3.27,0.173,47.98,2.46,1.459,9.074,13.94,83,0.133,2.32,28,133,202,401,0.74,60,0.18,0.099,0.8,0.54,3.3,arepa dominicana,269.98,8.4,45.1,46.5,2.1,0.89,30.74,0.859,31.9,11.82,35.5,0,0,False,False,1,Unprocessed,Other,Other,5056,4177,31.9,269.98,5.68,30.45,13.94,2.4,3.27,401,60,0.8,3.3,83,2.32,31.9,35.5,8.4,45.1,46.5
Popover,Popover,52311010,0,10,3,34.83,136,91.2,1.1,169,0,2.252,10.88,128,0.429,25.1,4.08,0.297,43.91,2.499,0.971,4.306,8.69,124,0.082,2.44,22,189,212,293,1.04,129,0.48,0.104,0.0,0.49,0.7,popover,261.05,16.7,53.4,30.0,4.17,0.42,47.5,0.935,34.4,13.18,36.2,0,0,False,False,1,Unprocessed,Other,Other,2974,3670,34.4,261.05,10.88,34.83,8.69,1.1,4.08,293,129,0.0,0.7,124,2.44,34.4,36.2,16.7,53.4,30.0
Cheesecake,Cheesecake,53104500,0,34,2,25.5,55,45.9,0.4,62,0,0.195,5.5,156,0.193,5.2,21.8,0.028,45.6,8.634,1.602,9.921,22.5,51,0.02,0.63,11,93,90,438,0.51,159,0.17,0.052,0.4,0.56,4.4,cheesecake,326.5,6.7,31.2,62.0,1.68,0.12,15.62,0.193,25.4,7.78,28.3,0,0,False,False,3,Processed,Other,Other,6912,6780,25.4,326.5,5.5,25.5,22.5,0.4,21.8,438,159,0.4,4.4,51,0.63,25.4,28.3,6.7,31.2,62.0
Pocky,Pocky,53239100,0,1,0,51.08,0,4.4,5.0,7,0,0.641,10.0,1,0.199,14.7,25.0,0.071,15.09,2.065,6.717,12.584,22.5,50,0.225,0.9,36,184,181,213,0.9,1,0.4,0.048,0.0,8.87,1.7,pocky,446.82,9.0,45.7,45.3,2.24,1.12,11.19,0.201,30.2,6.76,41.7,0,0,False,False,1,Unprocessed,Other,Other,6046,1243,30.2,446.82,10.0,51.08,22.5,5.0,25.0,213,1,0.0,1.7,50,0.9,30.2,41.7,9.0,45.7,45.3
Marie biscuit,Marie biscuit,53241510,0,0,0,70.54,0,27.0,3.5,12,0,3.861,7.05,1,0.493,23.9,21.16,0.541,9.79,2.694,1.67,5.291,10.58,0,0.101,0.0,28,193,307,370,0.61,1,0.19,0.074,0.0,0.45,3.8,marie biscuit,405.58,7.0,69.6,23.5,1.74,0.86,0.0,0.0,30.8,7.59,37.3,0,0,False,False,1,Unprocessed,Other,Other,5738,2974,30.8,405.58,7.05,70.54,10.58,3.5,21.16,370,1,0.0,3.8,0,0.0,30.8,37.3,7.0,69.6,23.5
Cookies,"Cookies, Puerto Rican style",53270100,0,0,0,67.37,21,16.8,1.6,9,0,3.082,5.99,0,0.262,19.8,23.31,0.364,2.75,10.095,2.734,8.82,22.91,9,0.085,2.7,13,63,63,271,0.43,0,0.0,0.023,0.0,0.17,0.2,"cookies, puerto rican style",499.63,4.8,53.9,41.3,1.2,0.32,1.8,0.54,27.2,5.44,32.5,0,0,False,False,1,Unprocessed,Other,Other,6771,5955,27.2,499.63,5.99,67.37,22.91,1.6,23.31,271,0,0.0,0.2,9,2.7,27.2,32.5,4.8,53.9,41.3
Fritter,"Fritter, berry",53415220,0,28,2,31.37,65,52.3,1.8,119,0,1.361,5.62,62,0.227,13.0,12.88,0.164,40.4,8.904,5.993,5.625,21.95,51,0.07,1.44,13,91,125,54,0.57,64,0.25,0.075,3.5,1.78,21.5,"fritter, berry",345.51,6.5,36.3,57.2,1.63,0.52,14.76,0.417,31.9,9.23,37.0,0,0,False,False,1,Unprocessed,Other,Other,5056,3160,31.9,345.51,5.62,31.37,21.95,1.8,12.88,54,64,3.5,21.5,51,1.44,31.9,37.0,6.5,36.3,57.2
Tamale,"Tamale, sweet",53430700,0,2,2,35.61,0,2.3,2.3,4,0,1.354,2.22,0,0.108,2.8,15.44,0.177,48.45,5.02,3.692,3.029,12.57,49,0.062,1.4,25,60,73,265,0.49,0,0.0,0.112,0.0,0.77,6.5,"tamale, sweet",264.45,3.4,53.9,42.8,0.84,0.87,18.53,0.529,30.7,11.61,35.1,0,0,False,False,1,Unprocessed,Other,Other,5780,4450,30.7,264.45,2.22,35.61,12.57,2.3,15.44,265,0,0.0,6.5,49,1.4,30.7,35.1,3.4,53.9,42.8
Strudel,"Strudel, berry",53440300,0,56,1,46.11,15,16.6,2.5,66,0,1.45,3.46,55,0.14,8.3,26.95,0.168,43.44,2.72,1.905,1.211,6.27,26,0.077,1.32,11,43,82,150,0.36,60,0.06,0.052,5.4,0.99,18.3,"strudel, berry",254.71,5.4,72.4,22.2,1.36,0.98,10.21,0.518,30.8,12.09,36.9,0,0,False,False,1,Unprocessed,Other,Other,5738,3242,30.8,254.71,3.46,46.11,6.27,2.5,26.95,150,60,5.4,18.3,26,1.32,30.8,36.9,5.4,72.4,22.2
Basbousa,Basbousa,53441210,0,1,0,44.07,3,7.6,0.5,3,0,1.008,4.15,13,0.179,7.6,30.4,0.131,42.38,3.289,2.174,2.361,8.46,113,0.037,0.94,12,95,123,83,0.5,13,0.15,0.026,0.2,0.52,4.0,basbousa,269.02,6.2,65.5,28.3,1.54,0.19,42.0,0.349,29.7,11.04,33.2,0,0,False,False,1,Unprocessed,Other,Other,6268,5690,29.7,269.02,4.15,44.07,8.46,0.5,30.4,83,13,0.2,4.0,113,0.94,29.7,33.2,6.2,65.5,28.3
Turnover or dumpling,"Turnover or dumpling, berry",53450300,0,10,0,45.37,0,5.8,1.9,30,0,1.935,3.77,0,0.166,11.5,16.18,0.226,32.1,7.13,5.029,4.359,17.69,8,0.072,1.7,10,41,65,314,0.3,1,0.0,0.033,3.2,1.3,17.0,"turnover or dumpling, berry",355.77,4.2,51.0,44.8,1.06,0.53,2.25,0.478,29.5,8.29,33.6,0,0,False,False,1,Unprocessed,Other,Other,6342,5527,29.5,355.77,3.77,45.37,17.69,1.9,16.18,314,1,3.2,17.0,8,1.7,29.5,33.6,4.2,51.0,44.8
Churros,Churros,53520200,1,4,2,48.87,29,28.6,2.6,38,0,2.567,6.05,5,0.182,15.4,23.38,0.305,21.63,7.09,3.509,9.247,22.21,110,0.09,2.42,17,115,105,309,0.62,5,0.11,0.038,1.2,1.42,11.6,churros,419.57,5.8,46.6,47.6,1.44,0.62,26.22,0.577,29.5,7.03,35.3,0,0,False,False,1,Unprocessed,Other,Other,6342,4322,29.5,419.57,6.05,48.87,22.21,2.6,23.38,309,5,1.2,11.6,110,2.42,29.5,35.3,5.8,46.6,47.6
Beignet,Beignet,53520510,1,3,1,53.69,27,25.9,1.9,32,0,2.32,5.46,4,0.167,14.0,31.09,0.277,19.58,6.443,3.189,8.403,20.18,90,0.079,2.12,15,104,91,281,0.54,4,0.1,0.033,1.1,1.27,10.2,beignet,418.22,5.2,51.4,43.4,1.31,0.45,21.52,0.507,27.9,6.67,33.4,0,0,False,False,1,Unprocessed,Other,Other,6691,5614,27.9,418.22,5.46,53.69,20.18,1.9,31.09,281,4,1.1,10.2,90,2.12,27.9,33.4,5.2,51.4,43.4
