description,food_cluster,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium
"Cheeseburger submarine sandwich with lettuce, tomato and spread",5,183.2,12.29,21.49,5.34,1.2,3.41,444
"Cheeseburger, on white bun, 1 medium patty",2,292.1,17.92,18.62,16.21,0.6,2.92,444
"Cheeseburger, on wheat bun, 1 medium patty",2,289.6,18.62,17.24,16.24,1.7,2.69,435
"Cheeseburger, on white bun, 1 large patty",2,294.9,18.79,15.15,17.68,0.5,2.47,460
"Cheeseburger, on wheat bun, 1 large patty",2,293.0,19.35,14.05,17.71,1.4,2.28,453
"Double cheeseburger, on white bun, 2 small patties",2,291.5,19.34,13.24,17.91,0.5,2.1,417
"Double cheeseburger, on wheat bun, 2 small patties",2,289.8,19.84,12.26,17.93,1.2,1.94,411
"Double cheeseburger, on white bun, 2 medium patties",2,295.7,19.7,11.68,18.91,0.4,1.96,447
"Double cheeseburger, on wheat bun, 2 medium patties",2,294.2,20.13,10.84,18.93,1.0,1.82,442
"Cheeseburger, from fast food, 1 large patty",2,294.9,18.79,15.15,17.68,0.5,2.47,460
"Double cheeseburger, on white bun, 2 large patties",2,294.2,20.29,9.57,19.42,0.3,1.61,415
"Double cheeseburger, on wheat bun, 2 large patties",2,293.0,20.64,8.88,19.43,0.9,1.49,411
"Double cheeseburger, from fast food, 2 small patties",2,293.0,18.17,17.58,16.67,0.6,2.79,453
Double cheeseburger (Burger King),2,268.8,16.18,17.2,15.03,0.7,3.87,476
Double cheeseburger (McDonalds),2,282.5,16.24,17.97,16.18,0.9,4.16,617
McDouble (McDonalds),2,282.5,16.24,17.97,16.18,0.9,4.16,617
Big Mac (McDonalds),5,260.8,11.94,21.53,14.1,1.4,3.26,485
"Double cheeseburger, from fast food, 2 medium patties",2,295.7,19.7,11.68,18.91,0.4,1.96,447
"Double cheeseburger, from fast food, 2 large patties",2,294.2,20.29,9.57,19.42,0.3,1.61,415
"Hamburger slider, from fast food",5,280.0,15.27,29.18,11.35,1.0,4.24,400
"Hamburger, NFS",2,282.2,17.51,20.68,14.38,0.7,3.0,355
"Hamburger, from fast food, 1 small patty",5,280.2,15.51,28.27,11.68,1.0,4.11,396
Hamburger (Burger King),5,250.6,13.63,25.98,10.24,1.1,4.66,400
Whopper Jr (Burger King),5,213.8,10.74,21.12,9.59,1.0,4.28,314
Hamburger (McDonalds),5,263.1,13.3,29.57,10.18,1.8,5.95,487
"Hamburger, from school cafeteria",5,242.9,17.97,26.17,7.37,2.7,3.76,295
Hamburger slider,2,282.4,17.76,19.71,14.72,0.7,2.86,349
"Hamburger, on white bun, 1 small patty",2,281.8,17.1,22.22,13.83,0.8,3.23,361
"Hamburger, on wheat bun, 1 small patty",2,278.8,17.96,20.53,13.87,2.1,2.95,350
"Hamburger, from fast food, 1 medium patty",2,282.2,17.51,20.68,14.38,0.7,3.0,355
"Hamburger, from fast food, 1 large patty",2,282.9,18.43,17.12,15.63,0.6,2.49,351
Whopper (Burger King),5,226.0,11.34,17.33,12.37,1.5,4.0,342
"Hamburger, on white bun, 1 medium patty",2,282.2,17.51,20.68,14.38,0.7,3.0,355
"Hamburger, on wheat bun, 1 medium patty",2,279.4,18.31,19.11,14.41,2.0,2.74,345
"Hamburger, on white bun, 1 large patty",2,282.9,18.43,17.12,15.63,0.6,2.49,351
"Hamburger, on wheat bun, 1 large patty",2,280.6,19.1,15.82,15.66,1.6,2.27,343
"Double hamburger, on white bun, 2 small patties",2,283.6,19.18,14.26,16.65,0.5,2.07,344
"Double hamburger, on wheat bun, 2 small patties",2,281.7,19.73,13.18,16.67,1.4,1.89,337
"Double hamburger, on white bun, 2 medium patties",2,283.9,19.51,13.02,17.09,0.5,1.89,336
"Double hamburger, on wheat bun, 2 medium patties",2,282.2,20.01,12.03,17.11,1.2,1.73,330
"Double hamburger, on white bun, 2 large patties",2,284.6,20.22,10.33,18.05,0.4,1.5,322
"Double hamburger, on wheat bun, 2 large patties",2,283.3,20.62,9.54,18.07,1.0,1.37,317
"Double hamburger, from fast food, 2 small patties",2,282.3,17.76,19.68,14.73,0.7,2.86,357
"Double hamburger, from fast food, 2 medium patties",2,283.9,19.51,13.02,17.09,0.5,1.89,336
"Double hamburger, from fast food, 2 large patties",2,284.6,20.22,10.33,18.05,0.4,1.5,322
Meatball and spaghetti sauce submarine sandwich,5,219.2,9.77,26.01,8.45,2.1,4.98,437
"Chiliburger, with or without cheese, on bun",2,228.5,13.93,18.36,11.04,1.5,2.66,384
Corned beef sandwich,2,204.1,14.57,19.73,7.43,1.1,2.37,713
"Reuben sandwich, corned beef sandwich with sauerkraut and cheese, with spread",5,282.9,12.59,19.32,17.25,2.2,3.89,713
Pastrami sandwich,2,163.6,12.46,19.87,3.81,1.1,2.4,785
Roast beef sandwich,2,242.2,15.17,22.21,10.3,1.3,3.84,653
"Roast beef sandwich, with gravy",2,217.8,12.04,13.77,12.73,0.7,1.37,468
"Roast beef submarine sandwich, with lettuce, tomato and spread",0,179.6,11.64,19.4,6.16,0.7,2.88,344
"Roast beef submarine sandwich, with cheese, lettuce, tomato and spread",2,188.4,11.93,18.68,7.33,0.6,2.86,404
Roast beef sandwich with cheese,2,319.2,17.15,18.09,19.8,0.8,2.65,482
Roast beef sandwich with bacon and cheese sauce,2,340.9,18.82,19.67,20.77,0.7,2.97,574
"Roast beef submarine sandwich, on roll, au jus",2,234.5,12.34,17.54,12.78,0.6,2.55,297
Steak submarine sandwich with lettuce and tomato,2,198.1,15.83,20.31,5.95,0.9,3.27,320
"Steak sandwich, plain, on roll",2,225.6,21.64,16.5,8.12,0.6,2.4,357
"Steak and cheese submarine sandwich, with lettuce and tomato",5,183.2,12.29,21.49,5.34,1.2,3.41,444
"Steak and cheese sandwich, plain, on roll",2,243.5,19.7,18.13,10.24,0.6,3.46,522
"Steak and cheese submarine sandwich, plain, on roll",2,246.8,18.59,21.68,9.53,0.7,3.88,519
"Fajita-style beef sandwich with cheese, on pita bread, with lettuce and tomato",0,160.4,9.1,15.33,6.96,1.2,1.84,361
"Steak and cheese submarine sandwich, with fried peppers and onions, on roll",2,228.5,16.26,18.21,10.07,0.9,3.07,267
"Steak sandwich, plain, on biscuit",5,306.0,14.23,29.12,14.73,1.7,2.64,685
"Gyro sandwich (pita bread, beef, lamb, onion, condiments), with tomato and spread",0,164.7,11.92,18.52,4.77,1.0,1.56,183
"Hamburger wrap sandwich, from fast food",2,293.5,16.86,20.38,16.06,1.4,1.53,455
"Bacon sandwich, with spread",5,353.4,17.48,30.38,18.0,1.4,3.26,902
"Bacon and cheese sandwich, with spread",5,312.5,13.7,26.13,17.02,1.0,5.23,923
Bacon and egg sandwich,5,253.7,13.42,21.23,12.79,1.0,2.41,514
"Bacon, lettuce, and tomato sandwich with spread",5,208.3,7.94,21.04,10.26,1.5,3.31,527
"Bacon, lettuce, and tomato submarine sandwich, with spread",5,204.6,10.06,26.66,6.41,1.6,3.61,354
"Bacon, lettuce, tomato, and cheese submarine sandwich, with spread",5,232.3,10.95,15.77,13.94,1.3,1.44,699
Bacon on biscuit,5,381.2,10.52,37.56,20.99,2.2,3.38,1069
Ham on biscuit,5,349.1,11.85,38.75,16.3,0.7,1.97,974
"Ham sandwich, with spread",5,211.8,12.4,23.14,7.74,1.1,2.53,754
Ham sandwich with lettuce and spread,5,188.1,11.7,21.97,5.94,1.1,2.52,698
"Ham and cheese sandwich, with lettuce and spread",2,209.8,12.5,19.58,9.05,0.9,3.2,803
Ham salad sandwich,5,219.5,11.69,19.92,10.34,1.1,2.71,724
"Ham and cheese sandwich, on bun, with lettuce and spread",2,189.5,11.83,15.68,8.83,0.7,3.42,766
"Hot ham and cheese sandwich, on bun",2,189.5,10.8,14.86,9.65,0.7,3.11,700
Ham and cheese on English muffin,2,254.2,17.03,18.72,12.36,1.4,1.83,752
"Ham and cheese submarine sandwich, with lettuce, tomato and spread",0,150.9,9.12,22.91,2.53,1.3,3.54,396
"Cuban sandwich, with spread",2,269.6,17.81,22.67,11.96,0.8,3.27,529
"Midnight sandwich, with spread",2,230.8,17.3,20.09,9.03,0.8,4.36,614
"Pork sandwich, on white roll, with onions, dill pickles and barbecue sauce",5,218.9,13.66,26.5,6.47,0.9,9.05,466
"Pork barbecue sandwich or Sloppy Joe, on bun",5,203.7,11.21,30.55,4.07,0.8,16.66,598
Pork sandwich,2,228.6,18.44,24.34,6.39,1.1,2.64,434
"Sliced chicken sandwich, with spread",2,223.4,18.07,23.48,6.36,1.1,2.57,460
"Sliced chicken sandwich, with cheese and spread",2,236.1,17.77,21.26,8.89,0.9,3.13,584
Chicken salad or chicken spread sandwich,5,230.7,13.36,19.78,10.9,1.2,2.36,437
Chicken barbecue sandwich,2,210.8,16.43,26.04,4.55,1.1,5.68,502
"Chicken fillet sandwich, NFS",5,279.7,12.17,27.48,13.46,1.7,3.07,571
"Chicken fillet sandwich, from school cafeteria",5,250.2,14.62,29.8,8.06,4.4,2.73,457
"Chicken fillet biscuit, from fast food",5,320.6,10.78,26.41,19.09,2.0,1.98,775
"Chicken fillet sandwich, fried, from fast food",5,279.7,12.17,27.48,13.46,1.7,3.07,571
"Chicken fillet sandwich, fried, from fast food, with cheese",5,289.8,13.24,24.57,15.4,1.5,2.98,632
"Chicken fillet sandwich, grilled, from fast food",2,219.2,21.5,19.4,6.18,0.7,2.82,430
"Chicken fillet sandwich, grilled, from fast food, with cheese",2,237.4,21.4,17.46,9.11,0.6,2.76,511
"Chicken fillet sandwich, NS as to fried or grilled, from fast food",5,279.7,12.17,27.48,13.46,1.7,3.07,571
"Chicken fillet sandwich, fried, on white bun",5,267.3,12.45,28.11,11.67,1.7,3.14,503
"Chicken fillet sandwich, fried, on white bun; with cheese",5,279.2,13.51,25.06,13.88,1.5,3.04,574
"Chicken fillet sandwich, fried, on wheat bun",5,264.7,13.19,26.64,11.71,2.8,2.9,494
"Chicken fillet sandwich, fried, on wheat bun, with cheese",5,277.0,14.16,23.78,13.91,2.5,2.83,566
"Chicken fillet sandwich, grilled, on white bun",2,209.6,21.82,19.69,4.84,0.7,2.86,408
"Chicken fillet sandwich, grilled, on white bun, with cheese",2,229.4,21.68,17.68,7.99,0.6,2.79,493
"Chicken fillet sandwich, grilled, on wheat bun",2,207.0,22.58,18.19,4.88,1.9,2.61,399
"Chicken fillet sandwich, grilled, on wheat bun, with cheese",2,227.0,22.34,16.38,8.01,1.6,2.58,485
"Chicken fillet wrap sandwich, fried, from fast food",5,298.9,12.73,24.33,16.74,2.0,1.8,712
"Chicken, bacon, and tomato club sandwich, with lettuce and spread",2,220.7,17.19,19.87,8.05,1.2,4.68,630
"Chicken submarine sandwich, with lettuce, tomato and spread",0,155.1,10.91,22.54,2.37,1.2,6.06,305
"Chicken submarine sandwich, with cheese, lettuce, tomato and spread",0,155.1,10.91,22.54,2.37,1.2,6.06,305
Buffalo chicken submarine sandwich,0,185.9,9.79,19.12,7.81,1.1,2.71,308
Buffalo chicken submarine sandwich with cheese,5,203.0,11.43,17.35,9.77,1.0,2.49,351
"Chicken fillet wrap sandwich, grilled, from fast food",2,246.6,20.87,17.21,10.48,1.2,1.56,592
"Turkey sandwich, with spread",2,218.8,20.28,18.61,7.03,0.9,2.04,346
Turkey salad or turkey spread sandwich,2,224.9,14.36,19.52,9.93,1.1,2.33,347
"Turkey submarine sandwich, with cheese, lettuce, tomato and spread",0,147.0,9.12,22.42,2.31,1.3,3.09,317
"Turkey and bacon submarine sandwich, with lettuce, tomato and spread",5,204.8,10.43,19.45,9.47,1.1,2.7,439
"Turkey and bacon submarine sandwich, with cheese, lettuce, tomato and spread",2,221.6,12.18,17.46,11.45,1.0,2.45,473
"Turkey, ham, and roast beef club sandwich, with lettuce, tomato and spread",0,164.4,7.8,15.14,8.07,1.0,3.05,508
"Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and spread",0,145.9,10.66,20.36,2.42,1.4,3.19,348
"Turkey or chicken burger, on white bun",2,232.0,20.03,20.68,7.69,0.7,3.0,356
"Turkey or chicken burger, on wheat bun",2,229.3,20.83,19.11,7.73,2.0,2.74,346
"Fish sandwich, fried, from fast food",5,233.4,14.43,25.64,8.12,0.9,3.13,462
"Fish sandwich, fried, from fast food, with cheese",2,251.0,15.3,22.71,10.99,0.8,3.02,544
Crab cake sandwich,2,223.2,12.86,18.12,11.03,0.9,2.12,436
Salmon cake sandwich,2,250.4,14.55,18.12,13.3,0.9,2.12,434
Fried seafood sandwich,5,228.3,13.24,23.75,8.93,1.2,2.38,458
"Fish sandwich, from school cafeteria",5,221.8,14.61,29.5,5.04,3.6,2.94,411
"Fish sandwich, NFS",2,251.0,15.3,22.71,10.99,0.8,3.02,544
"Fish sandwich, fried, on white bun",5,233.8,14.45,25.68,8.14,0.9,3.13,404
"Fish sandwich, fried, on white bun, with cheese",2,251.2,15.32,22.74,11.0,0.8,3.02,494
"Fish sandwich, fried, on wheat bun",5,230.9,15.26,24.08,8.17,2.2,2.87,394
"Fish sandwich, fried, on wheat bun, with cheese",2,248.9,16.02,21.36,11.04,1.9,2.8,485
"Fish sandwich, grilled",2,166.8,15.98,21.26,1.98,0.8,3.1,444
Fish wrap sandwich,5,261.2,14.75,22.47,12.48,1.4,1.74,581
Sardine sandwich,2,230.6,17.87,21.87,7.96,1.0,2.37,383
"Tuna salad sandwich, on bread",5,218.5,9.89,18.28,11.76,1.0,3.16,435
"Tuna salad sandwich, on bread, with cheese",5,241.2,11.3,18.27,13.66,1.0,3.24,514
"Tuna salad sandwich, on bun",5,218.5,9.89,18.28,11.76,1.0,3.16,435
"Tuna salad sandwich, on bun, with cheese",5,233.4,11.02,16.82,13.56,0.9,3.08,500
Tuna salad wrap sandwich,5,244.0,10.66,16.87,14.87,1.3,2.59,577
Seafood salad sandwich,5,214.7,9.86,17.19,11.83,1.0,2.16,545
"Luncheon meat sandwich, NFS, with spread",0,150.9,9.12,22.91,2.53,1.3,3.54,396
"Bologna sandwich, with spread",5,292.5,9.28,33.02,13.7,1.4,4.02,773
"Bologna and cheese sandwich, with spread",5,296.1,10.93,27.18,15.96,1.1,4.56,895
"Corn dog, frankfurter or hot dog with cornbread coating",5,250.3,8.57,26.96,12.02,1.0,7.54,668
"Pig in a blanket, frankfurter or hot dog wrapped in dough",5,321.1,11.83,19.32,21.83,0.7,2.73,737
Puerto Rican sandwich,5,332.1,10.7,31.86,17.98,1.1,5.55,755
"Pepperoni and salami submarine sandwich, with lettuce, tomato and spread",5,227.0,7.39,19.34,13.34,1.1,3.59,512
"Salami sandwich, with spread",5,321.5,12.67,31.36,16.15,1.5,3.49,889
Sausage on biscuit,5,378.4,9.67,29.99,24.42,0.4,1.59,814
Sausage griddle cake sandwich,5,318.5,8.41,31.25,17.76,1.0,11.23,737
Sausage and cheese on English muffin,5,340.3,13.28,25.28,20.67,0.5,1.98,668
"Sausage balls, made with biscuit mix and cheese",5,394.8,17.38,22.84,25.99,0.7,4.25,945
Sausage sandwich,5,296.1,14.01,25.16,15.49,1.1,3.2,647
Sausage and spaghetti sauce sandwich,5,240.6,11.52,18.88,13.22,1.0,4.28,597
"Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread",5,214.2,10.52,20.43,10.04,1.2,3.18,575
Meat spread or potted meat sandwich,5,250.6,8.54,30.45,10.51,1.2,2.65,747
"Frankfurter or hot dog sandwich, NFS, plain, on white bun",5,303.8,11.19,23.81,18.2,0.8,3.95,705
"Frankfurter or hot dog sandwich, NFS, plain, on wheat bun",5,301.0,12.04,22.57,18.06,1.9,3.78,692
"Frankfurter or hot dog sandwich, NFS, plain, on whole wheat bun",5,301.0,12.34,21.52,18.4,2.7,3.35,698
"Frankfurter or hot dog sandwich, NFS, plain, on whole grain white bun",5,294.9,10.98,22.22,18.01,1.0,4.84,713
"Frankfurter or hot dog sandwich, NFS, plain, on multigrain bun",5,302.1,11.12,21.38,19.12,1.7,3.5,689
"Frankfurter or hot dog sandwich, NFS, plain, on white bread",5,307.0,11.36,18.25,20.95,0.8,2.65,742
"Frankfurter or hot dog sandwich, NFS, plain, on wheat bread",5,309.2,11.77,17.7,21.26,1.3,2.78,741
"Frankfurter or hot dog sandwich, NFS, plain, on whole wheat bread",5,298.4,12.31,18.55,19.44,2.3,2.52,709
"Frankfurter or hot dog sandwich, NFS, plain, on whole grain white bread",5,292.3,11.68,18.86,18.9,3.6,2.75,719
"Frankfurter or hot dog sandwich, NFS, plain, on multigrain bread",5,302.7,12.72,18.64,19.7,2.9,3.29,682
"Frankfurter or hot dog sandwich, beef, plain, on white bun",5,303.8,11.19,23.81,18.2,0.8,3.95,705
"Frankfurter or hot dog sandwich, beef, plain, on wheat bun",5,301.0,12.04,22.57,18.06,1.9,3.78,692
"Frankfurter or hot dog sandwich, beef, plain, on whole wheat bun",5,301.0,12.34,21.52,18.4,2.7,3.35,698
"Frankfurter or hot dog sandwich, beef, plain, on whole grain white bun",5,294.9,10.98,22.22,18.01,1.0,4.84,713
"Frankfurter or hot dog sandwich, beef, plain, on multigrain bun",5,302.1,11.12,21.38,19.12,1.7,3.5,689
"Frankfurter or hot dog sandwich, beef, plain, on white bread",5,307.0,11.36,18.25,20.95,0.8,2.65,742
"Frankfurter or hot dog sandwich, beef, plain, on wheat bread",5,309.2,11.77,17.7,21.26,1.3,2.78,741
"Frankfurter or hot dog sandwich, beef, plain, on whole wheat bread",5,298.4,12.31,18.55,19.44,2.3,2.52,709
"Frankfurter or hot dog sandwich, beef, plain, on whole grain white bread",5,292.3,11.68,18.86,18.9,3.6,2.75,719
"Frankfurter or hot dog sandwich, beef, plain, on multigrain bread",5,302.7,12.72,18.64,19.7,2.9,3.29,682
"Frankfurter or hot dog sandwich, beef and pork, plain, on white bun",5,290.3,10.26,26.23,16.04,0.8,5.0,775
"Frankfurter or hot dog sandwich, beef and pork, plain, on wheat bun",5,287.4,11.15,24.92,15.9,2.0,4.82,760
"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bun",5,287.5,11.47,23.82,16.26,2.8,4.37,767
"Frankfurter or hot dog sandwich, beef and pork, plain, on whole grain white bun",5,280.9,10.04,24.55,15.84,1.1,5.94,783
"Frankfurter or hot dog sandwich, beef and pork, plain, on multigrain bun",5,288.5,10.18,23.66,17.01,1.8,4.52,758
"Frankfurter or hot dog sandwich, beef and pork, plain, on white bread",5,287.7,10.13,20.6,18.31,0.8,3.79,820
"Frankfurter or hot dog sandwich, beef and pork, plain, on wheat bread",5,290.1,10.56,20.03,18.64,1.4,3.93,819
"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bread",5,281.8,11.28,20.8,17.05,2.4,3.57,782
"Frankfurter or hot dog sandwich, beef and pork, plain, on whole grain white bread",5,275.3,10.62,21.13,16.48,3.7,3.81,793
"Frankfurter or hot dog sandwich, beef and pork, plain, on multigrain bread",5,286.4,11.72,20.9,17.32,3.0,4.38,753
"Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun",5,283.9,10.03,25.06,15.95,0.8,4.83,763
"Frankfurter or hot dog sandwich, meat and poultry, plain, on wheat bun",5,281.2,10.88,23.82,15.82,1.9,4.66,750
"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole wheat bun",5,281.3,11.18,22.78,16.16,2.7,4.23,756
"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bun",5,275.0,9.82,23.47,15.76,1.0,5.72,771
"Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bun",5,282.2,9.95,22.63,16.87,1.7,4.38,747
"Frankfurter or hot dog sandwich, meat and poultry, plain, on white bread",5,283.1,9.97,19.75,18.25,0.8,3.7,812
"Frankfurter or hot dog sandwich, meat and poultry, plain, on wheat bread",5,285.4,10.38,19.2,18.56,1.3,3.83,810
"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole wheat bread",5,276.5,11.03,19.92,16.97,2.3,3.48,772
"Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bread",5,270.4,10.4,20.24,16.43,3.6,3.71,783
"Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bread",5,281.0,11.44,20.02,17.24,2.9,4.25,746
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bun",5,250.5,11.5,24.35,11.9,0.8,3.92,727
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bun",5,247.7,12.35,23.11,11.76,1.9,3.76,713
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bun",5,247.8,12.66,22.06,12.1,2.7,3.32,720
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bun",5,241.6,11.3,22.76,11.71,1.0,4.82,735
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bun",5,248.8,11.43,21.92,12.82,1.7,3.47,711
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bread",5,243.1,11.74,18.9,13.39,0.8,2.61,768
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bread",5,245.3,12.15,18.35,13.7,1.3,2.74,767
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bread",5,239.9,12.65,19.14,12.53,2.3,2.49,733
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bread",5,233.8,12.02,19.46,11.99,3.6,2.72,743
"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bread",5,244.3,13.06,19.24,12.79,2.9,3.25,706
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bun",5,192.3,13.43,27.05,3.37,0.9,3.21,767
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bun",5,189.5,14.28,25.81,3.24,1.9,3.04,754
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bun",5,189.6,14.58,24.76,3.58,2.8,2.61,760
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole grain white bun",5,183.4,13.22,25.46,3.19,1.1,4.1,775
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on multigrain bun",5,190.5,13.35,24.62,4.29,1.7,2.76,751
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bread",2,173.2,14.05,22.14,3.16,0.8,1.76,816
"Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bread",2,175.4,14.46,21.59,3.47,1.4,1.89,815
